0.0000000000,0.0000000000,0.0000000000,0.0926401601,0.0000000000,0.0000000000,0.1834153995,0.0000000000,0.1169379909,0.0109152714,0.1484479485,0.0000000000,0.0000000000,0.1172033415,0.1073776532,0.1209246944,0.0265886049,0.0755489356
0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0739821406,0.0000000000,0.0000000000,0.0685836264,0.0000000000,0.1595393286,0.0887544348,0.1496535620,0.0000000000,0.0000000000,0.1811801186,0.0561390359,0.1625378649,0.0233279363,0.0363019519
0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.9926634753,0.0000000000,0.0000000000,0.0005409975,0.0000000000,0.0000000000,0.0001112856,0.0000000000,0.0011406676,0.0009828130,0.0009395066,0.0000000000,0.0000000000,0.0009469928,0.0004021309,0.0003668787,0.0012416855,0.0006635666
0.0194520925,0.8331978376,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0289333605,0.0000000000,0.0204428238,0.0113668308,0.0034868179,0.0000000000,0.0000000000,0.0127479349,0.0110270507,0.0174496335,0.0265870687,0.0153085491
0.0095529214,0.9809100081,0.0000000000,0.0068855211,0.0000000000,0.0026515493,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1194380459,0.0000000000,0.2109889675,0.1289772795,0.1739770223,0.0000000000,0.0000000000,0.0481182238,0.0458803550,0.1241238021,0.0453736997,0.1031226043
0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.9565539152,0.0030350005,0.0017391790,0.0098578101,0.0000000000,0.0000000000,0.0081618809,0.0089180847,0.0042464627,0.0032632909,0.0042243761
0.0901242755,0.8469000604,0.0000000000,0.0361541013,0.0165116724,0.0103098904,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.1070935752,0.0993038645,0.0000000000,0.0284186988,0.0249805618,0.0024402297,0.1426157974,0.0000000000,0.0000000000,0.0268080098,0.1031862081,0.0000000000,0.0000000000,0.0064215007,0.1008604075,0.1710677831,0.0134381975,0.1733651660
0.0157053271,0.8475699405,0.0000000000,0.0201294522,0.0032910990,0.0035444774,0.0079844407,0.0000000000,0.0153181958,0.0000000000,0.0150114904,0.0000000000,0.0000000000,0.0117842133,0.0100471914,0.0205665467,0.0223066477,0.0067409779
0.0114088057,0.8011651561,0.0000000000,0.0329962387,0.0069117024,0.0164417218,0.0193757392,0.0000000000,0.0139031846,0.0190419019,0.0000000000,0.0000000000,0.0000000000,0.0209514695,0.0228763489,0.0189957150,0.0074282183,0.0085037979
