,Datetime,n_spawn,entrance,route,spawn_delay,Adjusted_Datetime
231,2024-03-04 09:15:04,1.0,E4,route_E4_A7,3,2024-03-04 09:15:01
158,2024-03-04 09:15:05,1.0,E10,route_E10_A5,1,2024-03-04 09:15:04
232,2024-03-04 09:15:07,1.0,E4,route_E4_A7,3,2024-03-04 09:15:04
299,2024-03-04 09:15:23,1.0,E22,route_E22_A1,0,2024-03-04 09:15:23
444,2024-03-04 09:15:27,1.0,E7,route_E7_A16,2,2024-03-04 09:15:25
198,2024-03-04 09:15:28,1.0,E12,route_E12_A18,3,2024-03-04 09:15:25
295,2024-03-04 09:15:30,1.0,E5,route_E5_A3,4,2024-03-04 09:15:26
306,2024-03-04 09:15:27,1.0,E22,route_E22_A1,0,2024-03-04 09:15:27
188,2024-03-04 09:15:28,1.0,E2,route_E2_A3,0,2024-03-04 09:15:28
437,2024-03-04 09:15:30,1.0,E7,route_E7_A18,2,2024-03-04 09:15:28
300,2024-03-04 09:15:29,1.0,E22,route_E22_A1,0,2024-03-04 09:15:29
189,2024-03-04 09:15:30,1.0,E2,route_E2_A3,0,2024-03-04 09:15:30
190,2024-03-04 09:15:33,1.0,E2,route_E2_A3,0,2024-03-04 09:15:33
301,2024-03-04 09:15:34,1.0,E22,route_E22_A2,0,2024-03-04 09:15:34
191,2024-03-04 09:15:35,1.0,E2,route_E2_A3,0,2024-03-04 09:15:35
186,2024-03-04 09:15:38,1.0,E2,route_E2_A3,0,2024-03-04 09:15:38
302,2024-03-04 09:15:41,1.0,E22,route_E22_A7,0,2024-03-04 09:15:41
303,2024-03-04 09:15:47,1.0,E22,route_E22_A2,0,2024-03-04 09:15:47
233,2024-03-04 09:15:51,1.0,E4,route_E4_A7,3,2024-03-04 09:15:48
234,2024-03-04 09:15:53,1.0,E4,route_E4_A16,3,2024-03-04 09:15:50
235,2024-03-04 09:15:56,1.0,E4,route_E4_A18,3,2024-03-04 09:15:53
304,2024-03-04 09:15:54,1.0,E22,route_E22_A2,0,2024-03-04 09:15:54
252,2024-03-04 09:15:59,1.0,E4,route_E4_A7,3,2024-03-04 09:15:56
305,2024-03-04 09:15:57,1.0,E22,route_E22_A1,0,2024-03-04 09:15:57
236,2024-03-04 09:16:03,1.0,E4,route_E4_A7,3,2024-03-04 09:16:00
294,2024-03-04 09:16:06,1.0,E5,route_E5_A3,4,2024-03-04 09:16:02
255,2024-03-04 09:16:05,1.0,E4,route_E4_A7,3,2024-03-04 09:16:02
291,2024-03-04 09:16:02,1.0,E22,route_E22_A1,0,2024-03-04 09:16:02
298,2024-03-04 09:16:04,1.0,E22,route_E22_A1,0,2024-03-04 09:16:04
256,2024-03-04 09:16:08,1.0,E4,route_E4_A7,3,2024-03-04 09:16:05
290,2024-03-04 09:16:09,1.0,E22,route_E22_A2,0,2024-03-04 09:16:09
257,2024-03-04 09:16:14,1.0,E4,route_E4_A7,3,2024-03-04 09:16:11
280,2024-03-04 09:16:12,1.0,E22,route_E22_A2,0,2024-03-04 09:16:12
121,2024-03-04 09:16:21,1.0,E24,route_E24_A2,9,2024-03-04 09:16:12
258,2024-03-04 09:16:16,1.0,E4,route_E4_A7,3,2024-03-04 09:16:13
274,2024-03-04 09:16:14,1.0,E22,route_E22_A2,0,2024-03-04 09:16:14
39,2024-03-04 09:16:18,1.0,E3,route_E3_A1,3,2024-03-04 09:16:15
151,2024-03-04 09:16:17,1.0,E11,route_E11_A16,2,2024-03-04 09:16:15
120,2024-03-04 09:16:24,1.0,E24,route_E24_A6,9,2024-03-04 09:16:15
474,2024-03-04 09:16:19,1.0,E3,route_E3_A1,3,2024-03-04 09:16:16
275,2024-03-04 09:16:17,1.0,E22,route_E22_A2,0,2024-03-04 09:16:17
276,2024-03-04 09:16:18,1.0,E22,route_E22_A2,0,2024-03-04 09:16:18
58,2024-03-04 09:16:21,1.0,E3,route_E3_A1,3,2024-03-04 09:16:18
118,2024-03-04 09:16:27,1.0,E24,route_E24_A6,9,2024-03-04 09:16:18
59,2024-03-04 09:16:23,1.0,E3,route_E3_A1,3,2024-03-04 09:16:20
277,2024-03-04 09:16:21,1.0,E22,route_E22_A1,0,2024-03-04 09:16:21
60,2024-03-04 09:16:25,1.0,E3,route_E3_A1,3,2024-03-04 09:16:22
117,2024-03-04 09:16:32,1.0,E24,route_E24_A2,9,2024-03-04 09:16:23
61,2024-03-04 09:16:27,1.0,E3,route_E3_A1,3,2024-03-04 09:16:24
144,2024-03-04 09:16:30,1.0,E9,route_E9_A2,3,2024-03-04 09:16:27
259,2024-03-04 09:16:30,1.0,E4,route_E4_A7,3,2024-03-04 09:16:27
157,2024-03-04 09:16:29,1.0,E10,route_E10_A5,1,2024-03-04 09:16:28
62,2024-03-04 09:16:33,1.0,E3,route_E3_A1,3,2024-03-04 09:16:30
164,2024-03-04 09:16:34,1.0,E17,route_E17_A11,1,2024-03-04 09:16:33
260,2024-03-04 09:16:36,1.0,E4,route_E4_A7,3,2024-03-04 09:16:33
262,2024-03-04 09:16:39,1.0,E4,route_E4_A16,3,2024-03-04 09:16:36
269,2024-03-04 09:16:41,1.0,E4,route_E4_A16,3,2024-03-04 09:16:38
475,2024-03-04 09:16:45,1.0,E13,route_E13_A2,4,2024-03-04 09:16:41
197,2024-03-04 09:16:46,1.0,E12,route_E12_A18,3,2024-03-04 09:16:43
476,2024-03-04 09:16:47,1.0,E13,route_E13_A2,4,2024-03-04 09:16:43
477,2024-03-04 09:16:48,1.0,E13,route_E13_A2,4,2024-03-04 09:16:44
478,2024-03-04 09:16:50,1.0,E13,route_E13_A2,4,2024-03-04 09:16:46
479,2024-03-04 09:16:52,1.0,E13,route_E13_A5,4,2024-03-04 09:16:48
480,2024-03-04 09:16:54,1.0,E13,route_E13_A6,4,2024-03-04 09:16:50
293,2024-03-04 09:16:58,1.0,E5,route_E5_A3,4,2024-03-04 09:16:54
456,2024-03-04 09:16:57,1.0,E6,route_E6_A2,2,2024-03-04 09:16:55
451,2024-03-04 09:16:58,1.0,E7,route_E7_A18,2,2024-03-04 09:16:56
278,2024-03-04 09:16:59,1.0,E22,route_E22_A2,0,2024-03-04 09:16:59
464,2024-03-04 09:17:01,1.0,E6,route_E6_A2,2,2024-03-04 09:16:59
450,2024-03-04 09:17:02,1.0,E7,route_E7_A18,2,2024-03-04 09:17:00
279,2024-03-04 09:17:02,1.0,E22,route_E22_A2,0,2024-03-04 09:17:02
263,2024-03-04 09:17:05,1.0,E4,route_E4_A7,3,2024-03-04 09:17:02
449,2024-03-04 09:17:05,1.0,E7,route_E7_A16,2,2024-03-04 09:17:03
196,2024-03-04 09:17:08,1.0,E12,route_E12_A18,3,2024-03-04 09:17:05
448,2024-03-04 09:17:11,1.0,E7,route_E7_A16,2,2024-03-04 09:17:09
457,2024-03-04 09:17:13,1.0,E6,route_E6_A2,2,2024-03-04 09:17:11
150,2024-03-04 09:17:14,1.0,E11,route_E11_A7,2,2024-03-04 09:17:12
471,2024-03-04 09:17:15,1.0,E6,route_E6_A2,2,2024-03-04 09:17:13
149,2024-03-04 09:17:17,1.0,E11,route_E11_A7,2,2024-03-04 09:17:15
143,2024-03-04 09:17:18,1.0,E9,route_E9_A4,3,2024-03-04 09:17:15
264,2024-03-04 09:17:20,1.0,E4,route_E4_A16,3,2024-03-04 09:17:17
156,2024-03-04 09:17:20,1.0,E10,route_E10_A5,1,2024-03-04 09:17:19
265,2024-03-04 09:17:25,1.0,E4,route_E4_A16,3,2024-03-04 09:17:22
266,2024-03-04 09:17:28,1.0,E4,route_E4_A7,3,2024-03-04 09:17:25
116,2024-03-04 09:17:34,1.0,E24,route_E24_A2,9,2024-03-04 09:17:25
115,2024-03-04 09:17:37,1.0,E24,route_E24_A2,9,2024-03-04 09:17:28
114,2024-03-04 09:17:39,1.0,E24,route_E24_A2,9,2024-03-04 09:17:30
113,2024-03-04 09:17:41,1.0,E24,route_E24_A2,9,2024-03-04 09:17:32
292,2024-03-04 09:17:36,1.0,E5,route_E5_A3,4,2024-03-04 09:17:32
119,2024-03-04 09:17:44,1.0,E24,route_E24_A2,9,2024-03-04 09:17:35
122,2024-03-04 09:17:47,1.0,E24,route_E24_A2,9,2024-03-04 09:17:38
123,2024-03-04 09:17:49,1.0,E24,route_E24_A2,9,2024-03-04 09:17:40
124,2024-03-04 09:17:51,1.0,E24,route_E24_A2,9,2024-03-04 09:17:42
267,2024-03-04 09:17:49,1.0,E4,route_E4_A7,3,2024-03-04 09:17:46
139,2024-03-04 09:17:55,1.0,E24,route_E24_A2,9,2024-03-04 09:17:46
165,2024-03-04 09:17:48,1.0,E17,route_E17_A2,1,2024-03-04 09:17:47
138,2024-03-04 09:17:57,1.0,E24,route_E24_A2,9,2024-03-04 09:17:48
268,2024-03-04 09:17:52,1.0,E4,route_E4_A7,3,2024-03-04 09:17:49
148,2024-03-04 09:17:53,1.0,E11,route_E11_A18,2,2024-03-04 09:17:51
137,2024-03-04 09:18:01,1.0,E24,route_E24_A2,9,2024-03-04 09:17:52
254,2024-03-04 09:17:55,1.0,E4,route_E4_A7,3,2024-03-04 09:17:52
136,2024-03-04 09:18:03,1.0,E24,route_E24_A2,9,2024-03-04 09:17:54
261,2024-03-04 09:17:58,1.0,E4,route_E4_A7,3,2024-03-04 09:17:55
307,2024-03-04 09:18:00,1.0,E5,route_E5_A3,4,2024-03-04 09:17:56
135,2024-03-04 09:18:05,1.0,E24,route_E24_A2,9,2024-03-04 09:17:56
343,2024-03-04 09:18:06,1.0,E5,route_E5_A3,4,2024-03-04 09:18:02
187,2024-03-04 09:18:06,1.0,E2,route_E2_A3,0,2024-03-04 09:18:06
185,2024-03-04 09:18:09,1.0,E2,route_E2_A3,0,2024-03-04 09:18:09
175,2024-03-04 09:18:10,1.0,E2,route_E2_A3,0,2024-03-04 09:18:10
281,2024-03-04 09:18:10,1.0,E22,route_E22_A2,0,2024-03-04 09:18:10
169,2024-03-04 09:18:13,1.0,E2,route_E2_A3,0,2024-03-04 09:18:13
170,2024-03-04 09:18:15,1.0,E2,route_E2_A3,0,2024-03-04 09:18:15
171,2024-03-04 09:18:17,1.0,E2,route_E2_A3,0,2024-03-04 09:18:17
172,2024-03-04 09:18:19,1.0,E2,route_E2_A3,0,2024-03-04 09:18:19
173,2024-03-04 09:18:22,1.0,E2,route_E2_A3,0,2024-03-04 09:18:22
288,2024-03-04 09:18:22,1.0,E22,route_E22_A1,0,2024-03-04 09:18:22
282,2024-03-04 09:18:24,1.0,E22,route_E22_A2,0,2024-03-04 09:18:24
174,2024-03-04 09:18:24,1.0,E2,route_E2_A3,0,2024-03-04 09:18:24
176,2024-03-04 09:18:26,1.0,E2,route_E2_A3,0,2024-03-04 09:18:26
283,2024-03-04 09:18:29,1.0,E22,route_E22_A2,0,2024-03-04 09:18:29
63,2024-03-04 09:18:35,1.0,E3,route_E3_A1,3,2024-03-04 09:18:32
142,2024-03-04 09:18:35,1.0,E9,route_E9_A2,3,2024-03-04 09:18:32
344,2024-03-04 09:18:36,1.0,E5,route_E5_A3,4,2024-03-04 09:18:32
134,2024-03-04 09:18:43,1.0,E24,route_E24_A2,9,2024-03-04 09:18:34
64,2024-03-04 09:18:38,1.0,E3,route_E3_A1,3,2024-03-04 09:18:35
345,2024-03-04 09:18:40,1.0,E5,route_E5_A3,4,2024-03-04 09:18:36
133,2024-03-04 09:18:46,1.0,E24,route_E24_A2,9,2024-03-04 09:18:37
65,2024-03-04 09:18:41,1.0,E3,route_E3_A1,3,2024-03-04 09:18:38
66,2024-03-04 09:18:43,1.0,E3,route_E3_A1,3,2024-03-04 09:18:40
132,2024-03-04 09:18:49,1.0,E24,route_E24_A2,9,2024-03-04 09:18:40
284,2024-03-04 09:18:42,1.0,E22,route_E22_A2,0,2024-03-04 09:18:42
141,2024-03-04 09:18:45,1.0,E9,route_E9_A2,3,2024-03-04 09:18:42
67,2024-03-04 09:18:45,1.0,E3,route_E3_A1,3,2024-03-04 09:18:42
131,2024-03-04 09:18:52,1.0,E24,route_E24_A5,9,2024-03-04 09:18:43
130,2024-03-04 09:18:54,1.0,E24,route_E24_A2,9,2024-03-04 09:18:45
285,2024-03-04 09:18:46,1.0,E22,route_E22_A2,0,2024-03-04 09:18:46
195,2024-03-04 09:18:49,1.0,E12,route_E12_A18,3,2024-03-04 09:18:46
129,2024-03-04 09:18:57,1.0,E24,route_E24_A6,9,2024-03-04 09:18:48
201,2024-03-04 09:18:52,1.0,E12,route_E12_A8,3,2024-03-04 09:18:49
163,2024-03-04 09:18:52,1.0,E11,route_E11_A7,2,2024-03-04 09:18:50
128,2024-03-04 09:19:00,1.0,E24,route_E24_A2,9,2024-03-04 09:18:51
210,2024-03-04 09:18:55,1.0,E12,route_E12_A18,3,2024-03-04 09:18:52
127,2024-03-04 09:19:02,1.0,E24,route_E24_A16,9,2024-03-04 09:18:53
126,2024-03-04 09:19:05,1.0,E24,route_E24_A6,9,2024-03-04 09:18:56
481,2024-03-04 09:19:03,1.0,E13,route_E13_A2,4,2024-03-04 09:18:59
125,2024-03-04 09:19:08,1.0,E24,route_E24_A6,9,2024-03-04 09:18:59
211,2024-03-04 09:19:04,1.0,E12,route_E12_A18,3,2024-03-04 09:19:01
112,2024-03-04 09:19:11,1.0,E24,route_E24_A2,9,2024-03-04 09:19:02
111,2024-03-04 09:19:13,1.0,E24,route_E24_A2,9,2024-03-04 09:19:04
110,2024-03-04 09:19:16,1.0,E24,route_E24_A6,9,2024-03-04 09:19:07
253,2024-03-04 09:19:11,1.0,E4,route_E4_A16,3,2024-03-04 09:19:08
92,2024-03-04 09:19:19,1.0,E24,route_E24_A5,9,2024-03-04 09:19:10
229,2024-03-04 09:19:17,1.0,E17,route_E17_A14,1,2024-03-04 09:19:16
243,2024-03-04 09:19:20,1.0,E4,route_E4_A7,3,2024-03-04 09:19:17
395,2024-03-04 09:19:22,1.0,E5,route_E5_A3,4,2024-03-04 09:19:18
286,2024-03-04 09:19:22,1.0,E22,route_E22_A2,0,2024-03-04 09:19:22
237,2024-03-04 09:19:25,1.0,E4,route_E4_A7,3,2024-03-04 09:19:22
394,2024-03-04 09:19:32,1.0,E5,route_E5_A3,4,2024-03-04 09:19:28
287,2024-03-04 09:19:34,1.0,E22,route_E22_A2,0,2024-03-04 09:19:34
393,2024-03-04 09:19:40,1.0,E5,route_E5_A3,4,2024-03-04 09:19:36
238,2024-03-04 09:19:40,1.0,E4,route_E4_A7,3,2024-03-04 09:19:37
289,2024-03-04 09:19:37,1.0,E22,route_E22_A2,0,2024-03-04 09:19:37
308,2024-03-04 09:19:40,1.0,E22,route_E22_A1,0,2024-03-04 09:19:40
505,2024-03-04 09:19:42,1.0,E15,route_E15_A4,1,2024-03-04 09:19:41
0,2024-03-04 09:19:43,1.0,E1,route_E1_A7,2,2024-03-04 09:19:41
166,2024-03-04 09:19:44,1.0,E11,route_E11_A7,2,2024-03-04 09:19:42
325,2024-03-04 09:19:44,1.0,E22,route_E22_A1,0,2024-03-04 09:19:44
520,2024-03-04 09:19:46,1.0,E1,route_E1_A16,2,2024-03-04 09:19:44
239,2024-03-04 09:19:48,1.0,E4,route_E4_A15,3,2024-03-04 09:19:45
521,2024-03-04 09:19:48,1.0,E1,route_E1_A16,2,2024-03-04 09:19:46
90,2024-03-04 09:19:55,1.0,E24,route_E24_A2,9,2024-03-04 09:19:46
183,2024-03-04 09:19:47,1.0,E2,route_E2_A3,0,2024-03-04 09:19:47
89,2024-03-04 09:19:58,1.0,E24,route_E24_A6,9,2024-03-04 09:19:49
177,2024-03-04 09:19:49,1.0,E2,route_E2_A3,0,2024-03-04 09:19:49
529,2024-03-04 09:19:52,1.0,E1,route_E1_A16,2,2024-03-04 09:19:50
88,2024-03-04 09:20:01,1.0,E24,route_E24_A6,9,2024-03-04 09:19:52
523,2024-03-04 09:19:54,1.0,E1,route_E1_A16,2,2024-03-04 09:19:52
309,2024-03-04 09:19:54,1.0,E22,route_E22_A2,0,2024-03-04 09:19:54
178,2024-03-04 09:19:55,1.0,E2,route_E2_A3,0,2024-03-04 09:19:55
87,2024-03-04 09:20:04,1.0,E24,route_E24_A5,9,2024-03-04 09:19:55
524,2024-03-04 09:19:58,1.0,E1,route_E1_A16,2,2024-03-04 09:19:56
328,2024-03-04 09:19:57,1.0,E22,route_E22_A2,0,2024-03-04 09:19:57
392,2024-03-04 09:20:01,1.0,E5,route_E5_A3,4,2024-03-04 09:19:57
86,2024-03-04 09:20:06,1.0,E24,route_E24_A2,9,2024-03-04 09:19:57
179,2024-03-04 09:19:59,1.0,E2,route_E2_A3,0,2024-03-04 09:19:59
85,2024-03-04 09:20:09,1.0,E24,route_E24_A2,9,2024-03-04 09:20:00
470,2024-03-04 09:20:03,1.0,E6,route_E6_A2,2,2024-03-04 09:20:01
91,2024-03-04 09:20:12,1.0,E24,route_E24_A2,9,2024-03-04 09:20:03
482,2024-03-04 09:20:08,1.0,E13,route_E13_A5,4,2024-03-04 09:20:04
469,2024-03-04 09:20:06,1.0,E6,route_E6_A2,2,2024-03-04 09:20:04
447,2024-03-04 09:20:07,1.0,E7,route_E7_A18,2,2024-03-04 09:20:05
84,2024-03-04 09:20:15,1.0,E24,route_E24_A6,9,2024-03-04 09:20:06
468,2024-03-04 09:20:09,1.0,E6,route_E6_A2,2,2024-03-04 09:20:07
82,2024-03-04 09:20:18,1.0,E24,route_E24_A2,9,2024-03-04 09:20:09
446,2024-03-04 09:20:11,1.0,E7,route_E7_A18,2,2024-03-04 09:20:09
81,2024-03-04 09:20:21,1.0,E24,route_E24_A2,9,2024-03-04 09:20:12
467,2024-03-04 09:20:15,1.0,E6,route_E6_A2,2,2024-03-04 09:20:13
162,2024-03-04 09:20:17,1.0,E10,route_E10_A5,1,2024-03-04 09:20:16
167,2024-03-04 09:20:18,1.0,E11,route_E11_A7,2,2024-03-04 09:20:16
466,2024-03-04 09:20:18,1.0,E6,route_E6_A2,2,2024-03-04 09:20:16
212,2024-03-04 09:20:21,1.0,E12,route_E12_A8,3,2024-03-04 09:20:18
227,2024-03-04 09:20:23,1.0,E12,route_E12_A8,3,2024-03-04 09:20:20
240,2024-03-04 09:20:25,1.0,E4,route_E4_A7,3,2024-03-04 09:20:22
329,2024-03-04 09:20:24,1.0,E22,route_E22_A7,0,2024-03-04 09:20:24
241,2024-03-04 09:20:27,1.0,E4,route_E4_A7,3,2024-03-04 09:20:24
68,2024-03-04 09:20:30,1.0,E3,route_E3_A1,3,2024-03-04 09:20:27
330,2024-03-04 09:20:27,1.0,E22,route_E22_A7,0,2024-03-04 09:20:27
69,2024-03-04 09:20:31,1.0,E3,route_E3_A1,3,2024-03-04 09:20:28
230,2024-03-04 09:20:30,1.0,E17,route_E17_A14,1,2024-03-04 09:20:29
242,2024-03-04 09:20:32,1.0,E4,route_E4_A16,3,2024-03-04 09:20:29
70,2024-03-04 09:20:34,1.0,E3,route_E3_A1,3,2024-03-04 09:20:31
71,2024-03-04 09:20:36,1.0,E3,route_E3_A1,3,2024-03-04 09:20:33
244,2024-03-04 09:20:36,1.0,E4,route_E4_A16,3,2024-03-04 09:20:33
80,2024-03-04 09:20:43,1.0,E24,route_E24_A2,9,2024-03-04 09:20:34
72,2024-03-04 09:20:39,1.0,E3,route_E3_A1,3,2024-03-04 09:20:36
79,2024-03-04 09:20:46,1.0,E24,route_E24_A2,9,2024-03-04 09:20:37
331,2024-03-04 09:20:37,1.0,E22,route_E22_A2,0,2024-03-04 09:20:37
57,2024-03-04 09:20:40,1.0,E3,route_E3_A1,3,2024-03-04 09:20:37
251,2024-03-04 09:20:41,1.0,E4,route_E4_A7,3,2024-03-04 09:20:38
78,2024-03-04 09:20:48,1.0,E24,route_E24_A2,9,2024-03-04 09:20:39
332,2024-03-04 09:20:40,1.0,E22,route_E22_A1,0,2024-03-04 09:20:40
56,2024-03-04 09:20:43,1.0,E3,route_E3_A1,3,2024-03-04 09:20:40
245,2024-03-04 09:20:43,1.0,E4,route_E4_A18,3,2024-03-04 09:20:40
391,2024-03-04 09:20:46,1.0,E5,route_E5_A3,4,2024-03-04 09:20:42
77,2024-03-04 09:20:54,1.0,E24,route_E24_A1,9,2024-03-04 09:20:45
83,2024-03-04 09:20:56,1.0,E24,route_E24_A6,9,2024-03-04 09:20:47
93,2024-03-04 09:20:58,1.0,E24,route_E24_A1,9,2024-03-04 09:20:49
246,2024-03-04 09:20:56,1.0,E4,route_E4_A7,3,2024-03-04 09:20:53
101,2024-03-04 09:21:02,1.0,E24,route_E24_A2,9,2024-03-04 09:20:53
94,2024-03-04 09:21:04,1.0,E24,route_E24_A2,9,2024-03-04 09:20:55
226,2024-03-04 09:21:01,1.0,E12,route_E12_A8,3,2024-03-04 09:20:58
108,2024-03-04 09:21:09,1.0,E24,route_E24_A6,9,2024-03-04 09:21:00
107,2024-03-04 09:21:11,1.0,E24,route_E24_A2,9,2024-03-04 09:21:02
106,2024-03-04 09:21:13,1.0,E24,route_E24_A2,9,2024-03-04 09:21:04
390,2024-03-04 09:21:16,1.0,E5,route_E5_A3,4,2024-03-04 09:21:12
247,2024-03-04 09:21:16,1.0,E4,route_E4_A7,3,2024-03-04 09:21:13
248,2024-03-04 09:21:19,1.0,E4,route_E4_A18,3,2024-03-04 09:21:16
249,2024-03-04 09:21:22,1.0,E4,route_E4_A7,3,2024-03-04 09:21:19
333,2024-03-04 09:21:21,1.0,E22,route_E22_A2,0,2024-03-04 09:21:21
250,2024-03-04 09:21:24,1.0,E4,route_E4_A7,3,2024-03-04 09:21:21
168,2024-03-04 09:21:26,1.0,E11,route_E11_A7,2,2024-03-04 09:21:24
271,2024-03-04 09:21:27,1.0,E4,route_E4_A7,3,2024-03-04 09:21:24
396,2024-03-04 09:21:29,1.0,E5,route_E5_A3,4,2024-03-04 09:21:25
272,2024-03-04 09:21:29,1.0,E4,route_E4_A16,3,2024-03-04 09:21:26
208,2024-03-04 09:21:29,1.0,E11,route_E11_A7,2,2024-03-04 09:21:27
415,2024-03-04 09:21:31,1.0,E4,route_E4_A7,3,2024-03-04 09:21:28
389,2024-03-04 09:21:38,1.0,E5,route_E5_A3,4,2024-03-04 09:21:34
273,2024-03-04 09:21:38,1.0,E4,route_E4_A16,3,2024-03-04 09:21:35
364,2024-03-04 09:21:40,1.0,E4,route_E4_A7,3,2024-03-04 09:21:37
145,2024-03-04 09:21:42,1.0,E9,route_E9_A2,3,2024-03-04 09:21:39
387,2024-03-04 09:21:43,1.0,E5,route_E5_A3,4,2024-03-04 09:21:39
146,2024-03-04 09:21:44,1.0,E9,route_E9_A2,3,2024-03-04 09:21:41
335,2024-03-04 09:21:43,1.0,E22,route_E22_A7,0,2024-03-04 09:21:43
154,2024-03-04 09:21:46,1.0,E9,route_E9_A2,3,2024-03-04 09:21:43
105,2024-03-04 09:21:57,1.0,E24,route_E24_A5,9,2024-03-04 09:21:48
525,2024-03-04 09:21:51,1.0,E1,route_E1_A16,2,2024-03-04 09:21:49
104,2024-03-04 09:22:00,1.0,E24,route_E24_A2,9,2024-03-04 09:21:51
180,2024-03-04 09:21:52,1.0,E2,route_E2_A3,0,2024-03-04 09:21:52
526,2024-03-04 09:21:54,1.0,E1,route_E1_A7,2,2024-03-04 09:21:52
103,2024-03-04 09:22:02,1.0,E24,route_E24_A6,9,2024-03-04 09:21:53
109,2024-03-04 09:22:05,1.0,E24,route_E24_A2,9,2024-03-04 09:21:56
527,2024-03-04 09:21:59,1.0,E1,route_E1_A16,2,2024-03-04 09:21:57
102,2024-03-04 09:22:08,1.0,E24,route_E24_A2,9,2024-03-04 09:21:59
181,2024-03-04 09:22:02,1.0,E2,route_E2_A3,0,2024-03-04 09:22:02
100,2024-03-04 09:22:11,1.0,E24,route_E24_A2,9,2024-03-04 09:22:02
528,2024-03-04 09:22:06,1.0,E1,route_E1_A16,2,2024-03-04 09:22:04
365,2024-03-04 09:22:07,1.0,E4,route_E4_A18,3,2024-03-04 09:22:04
99,2024-03-04 09:22:14,1.0,E24,route_E24_A2,9,2024-03-04 09:22:05
