,Datetime,n_spawn,entrance,route,spawn_delay,Adjusted_Datetime
228,2024-03-04 09:15:04,1.0,E4,route_E4_A15,3,2024-03-04 09:15:01
158,2024-03-04 09:15:05,1.0,E10,route_E10_A5,1,2024-03-04 09:15:04
229,2024-03-04 09:15:07,1.0,E4,route_E4_A7,3,2024-03-04 09:15:04
297,2024-03-04 09:15:23,1.0,E22,route_E22_A1,0,2024-03-04 09:15:23
441,2024-03-04 09:15:27,1.0,E7,route_E7_A16,2,2024-03-04 09:15:25
196,2024-03-04 09:15:28,1.0,E12,route_E12_A8,3,2024-03-04 09:15:25
293,2024-03-04 09:15:30,1.0,E5,route_E5_A3,4,2024-03-04 09:15:26
304,2024-03-04 09:15:27,1.0,E22,route_E22_A1,0,2024-03-04 09:15:27
434,2024-03-04 09:15:30,1.0,E7,route_E7_A18,2,2024-03-04 09:15:28
186,2024-03-04 09:15:28,1.0,E2,route_E2_A3,0,2024-03-04 09:15:28
298,2024-03-04 09:15:29,1.0,E22,route_E22_A7,0,2024-03-04 09:15:29
187,2024-03-04 09:15:30,1.0,E2,route_E2_A3,0,2024-03-04 09:15:30
188,2024-03-04 09:15:33,1.0,E2,route_E2_A3,0,2024-03-04 09:15:33
299,2024-03-04 09:15:34,1.0,E22,route_E22_A2,0,2024-03-04 09:15:34
189,2024-03-04 09:15:35,1.0,E2,route_E2_A3,0,2024-03-04 09:15:35
184,2024-03-04 09:15:38,1.0,E2,route_E2_A3,0,2024-03-04 09:15:38
300,2024-03-04 09:15:41,1.0,E22,route_E22_A1,0,2024-03-04 09:15:41
301,2024-03-04 09:15:47,1.0,E22,route_E22_A2,0,2024-03-04 09:15:47
230,2024-03-04 09:15:51,1.0,E4,route_E4_A18,3,2024-03-04 09:15:48
231,2024-03-04 09:15:53,1.0,E4,route_E4_A16,3,2024-03-04 09:15:50
233,2024-03-04 09:15:56,1.0,E4,route_E4_A16,3,2024-03-04 09:15:53
302,2024-03-04 09:15:54,1.0,E22,route_E22_A1,0,2024-03-04 09:15:54
250,2024-03-04 09:15:59,1.0,E4,route_E4_A16,3,2024-03-04 09:15:56
303,2024-03-04 09:15:57,1.0,E22,route_E22_A2,0,2024-03-04 09:15:57
234,2024-03-04 09:16:03,1.0,E4,route_E4_A7,3,2024-03-04 09:16:00
289,2024-03-04 09:16:02,1.0,E22,route_E22_A7,0,2024-03-04 09:16:02
253,2024-03-04 09:16:05,1.0,E4,route_E4_A16,3,2024-03-04 09:16:02
292,2024-03-04 09:16:06,1.0,E5,route_E5_A3,4,2024-03-04 09:16:02
296,2024-03-04 09:16:04,1.0,E22,route_E22_A7,0,2024-03-04 09:16:04
254,2024-03-04 09:16:08,1.0,E4,route_E4_A7,3,2024-03-04 09:16:05
288,2024-03-04 09:16:09,1.0,E22,route_E22_A2,0,2024-03-04 09:16:09
255,2024-03-04 09:16:14,1.0,E4,route_E4_A7,3,2024-03-04 09:16:11
278,2024-03-04 09:16:12,1.0,E22,route_E22_A7,0,2024-03-04 09:16:12
120,2024-03-04 09:16:21,1.0,E24,route_E24_A1,9,2024-03-04 09:16:12
256,2024-03-04 09:16:16,1.0,E4,route_E4_A16,3,2024-03-04 09:16:13
272,2024-03-04 09:16:14,1.0,E22,route_E22_A1,0,2024-03-04 09:16:14
38,2024-03-04 09:16:18,1.0,E3,route_E3_A1,3,2024-03-04 09:16:15
119,2024-03-04 09:16:24,1.0,E24,route_E24_A2,9,2024-03-04 09:16:15
151,2024-03-04 09:16:17,1.0,E11,route_E11_A18,2,2024-03-04 09:16:15
472,2024-03-04 09:16:19,1.0,E3,route_E3_A1,3,2024-03-04 09:16:16
273,2024-03-04 09:16:17,1.0,E22,route_E22_A2,0,2024-03-04 09:16:17
117,2024-03-04 09:16:27,1.0,E24,route_E24_A2,9,2024-03-04 09:16:18
274,2024-03-04 09:16:18,1.0,E22,route_E22_A2,0,2024-03-04 09:16:18
57,2024-03-04 09:16:21,1.0,E3,route_E3_A1,3,2024-03-04 09:16:18
58,2024-03-04 09:16:23,1.0,E3,route_E3_A1,3,2024-03-04 09:16:20
275,2024-03-04 09:16:21,1.0,E22,route_E22_A2,0,2024-03-04 09:16:21
59,2024-03-04 09:16:25,1.0,E3,route_E3_A1,3,2024-03-04 09:16:22
116,2024-03-04 09:16:32,1.0,E24,route_E24_A6,9,2024-03-04 09:16:23
60,2024-03-04 09:16:27,1.0,E3,route_E3_A1,3,2024-03-04 09:16:24
145,2024-03-04 09:16:27,1.0,E17,route_E17_A9,1,2024-03-04 09:16:26
257,2024-03-04 09:16:30,1.0,E4,route_E4_A7,3,2024-03-04 09:16:27
143,2024-03-04 09:16:30,1.0,E9,route_E9_A2,3,2024-03-04 09:16:27
157,2024-03-04 09:16:29,1.0,E10,route_E10_A5,1,2024-03-04 09:16:28
61,2024-03-04 09:16:33,1.0,E3,route_E3_A1,3,2024-03-04 09:16:30
258,2024-03-04 09:16:36,1.0,E4,route_E4_A16,3,2024-03-04 09:16:33
260,2024-03-04 09:16:39,1.0,E4,route_E4_A7,3,2024-03-04 09:16:36
267,2024-03-04 09:16:41,1.0,E4,route_E4_A16,3,2024-03-04 09:16:38
473,2024-03-04 09:16:45,1.0,E13,route_E13_A2,4,2024-03-04 09:16:41
195,2024-03-04 09:16:46,1.0,E12,route_E12_A8,3,2024-03-04 09:16:43
474,2024-03-04 09:16:47,1.0,E13,route_E13_A2,4,2024-03-04 09:16:43
475,2024-03-04 09:16:48,1.0,E13,route_E13_A2,4,2024-03-04 09:16:44
476,2024-03-04 09:16:50,1.0,E13,route_E13_A5,4,2024-03-04 09:16:46
477,2024-03-04 09:16:52,1.0,E13,route_E13_A2,4,2024-03-04 09:16:48
478,2024-03-04 09:16:54,1.0,E13,route_E13_A2,4,2024-03-04 09:16:50
291,2024-03-04 09:16:58,1.0,E5,route_E5_A3,4,2024-03-04 09:16:54
454,2024-03-04 09:16:57,1.0,E6,route_E6_A2,2,2024-03-04 09:16:55
448,2024-03-04 09:16:58,1.0,E7,route_E7_A18,2,2024-03-04 09:16:56
276,2024-03-04 09:16:59,1.0,E22,route_E22_A2,0,2024-03-04 09:16:59
462,2024-03-04 09:17:01,1.0,E6,route_E6_A2,2,2024-03-04 09:16:59
447,2024-03-04 09:17:02,1.0,E7,route_E7_A18,2,2024-03-04 09:17:00
277,2024-03-04 09:17:02,1.0,E22,route_E22_A7,0,2024-03-04 09:17:02
261,2024-03-04 09:17:05,1.0,E4,route_E4_A16,3,2024-03-04 09:17:02
446,2024-03-04 09:17:05,1.0,E7,route_E7_A18,2,2024-03-04 09:17:03
194,2024-03-04 09:17:08,1.0,E12,route_E12_A8,3,2024-03-04 09:17:05
445,2024-03-04 09:17:11,1.0,E7,route_E7_A16,2,2024-03-04 09:17:09
455,2024-03-04 09:17:13,1.0,E6,route_E6_A2,2,2024-03-04 09:17:11
150,2024-03-04 09:17:14,1.0,E11,route_E11_A18,2,2024-03-04 09:17:12
469,2024-03-04 09:17:15,1.0,E6,route_E6_A2,2,2024-03-04 09:17:13
149,2024-03-04 09:17:17,1.0,E11,route_E11_A18,2,2024-03-04 09:17:15
142,2024-03-04 09:17:18,1.0,E9,route_E9_A2,3,2024-03-04 09:17:15
262,2024-03-04 09:17:20,1.0,E4,route_E4_A7,3,2024-03-04 09:17:17
156,2024-03-04 09:17:20,1.0,E10,route_E10_A5,1,2024-03-04 09:17:19
263,2024-03-04 09:17:25,1.0,E4,route_E4_A15,3,2024-03-04 09:17:22
115,2024-03-04 09:17:34,1.0,E24,route_E24_A6,9,2024-03-04 09:17:25
264,2024-03-04 09:17:28,1.0,E4,route_E4_A7,3,2024-03-04 09:17:25
114,2024-03-04 09:17:37,1.0,E24,route_E24_A6,9,2024-03-04 09:17:28
113,2024-03-04 09:17:39,1.0,E24,route_E24_A6,9,2024-03-04 09:17:30
290,2024-03-04 09:17:36,1.0,E5,route_E5_A3,4,2024-03-04 09:17:32
112,2024-03-04 09:17:41,1.0,E24,route_E24_A6,9,2024-03-04 09:17:32
118,2024-03-04 09:17:44,1.0,E24,route_E24_A2,9,2024-03-04 09:17:35
121,2024-03-04 09:17:47,1.0,E24,route_E24_A2,9,2024-03-04 09:17:38
122,2024-03-04 09:17:49,1.0,E24,route_E24_A6,9,2024-03-04 09:17:40
123,2024-03-04 09:17:51,1.0,E24,route_E24_A6,9,2024-03-04 09:17:42
265,2024-03-04 09:17:49,1.0,E4,route_E4_A7,3,2024-03-04 09:17:46
138,2024-03-04 09:17:55,1.0,E24,route_E24_A2,9,2024-03-04 09:17:46
137,2024-03-04 09:17:57,1.0,E24,route_E24_A6,9,2024-03-04 09:17:48
266,2024-03-04 09:17:52,1.0,E4,route_E4_A16,3,2024-03-04 09:17:49
148,2024-03-04 09:17:53,1.0,E11,route_E11_A7,2,2024-03-04 09:17:51
136,2024-03-04 09:18:01,1.0,E24,route_E24_A2,9,2024-03-04 09:17:52
252,2024-03-04 09:17:55,1.0,E4,route_E4_A7,3,2024-03-04 09:17:52
135,2024-03-04 09:18:03,1.0,E24,route_E24_A5,9,2024-03-04 09:17:54
259,2024-03-04 09:17:58,1.0,E4,route_E4_A7,3,2024-03-04 09:17:55
305,2024-03-04 09:18:00,1.0,E5,route_E5_A3,4,2024-03-04 09:17:56
134,2024-03-04 09:18:05,1.0,E24,route_E24_A2,9,2024-03-04 09:17:56
341,2024-03-04 09:18:06,1.0,E5,route_E5_A3,4,2024-03-04 09:18:02
185,2024-03-04 09:18:06,1.0,E2,route_E2_A3,0,2024-03-04 09:18:06
183,2024-03-04 09:18:09,1.0,E2,route_E2_A3,0,2024-03-04 09:18:09
173,2024-03-04 09:18:10,1.0,E2,route_E2_A3,0,2024-03-04 09:18:10
279,2024-03-04 09:18:10,1.0,E22,route_E22_A1,0,2024-03-04 09:18:10
167,2024-03-04 09:18:13,1.0,E2,route_E2_A3,0,2024-03-04 09:18:13
168,2024-03-04 09:18:15,1.0,E2,route_E2_A3,0,2024-03-04 09:18:15
169,2024-03-04 09:18:17,1.0,E2,route_E2_A3,0,2024-03-04 09:18:17
170,2024-03-04 09:18:19,1.0,E2,route_E2_A3,0,2024-03-04 09:18:19
286,2024-03-04 09:18:22,1.0,E22,route_E22_A2,0,2024-03-04 09:18:22
171,2024-03-04 09:18:22,1.0,E2,route_E2_A3,0,2024-03-04 09:18:22
280,2024-03-04 09:18:24,1.0,E22,route_E22_A2,0,2024-03-04 09:18:24
172,2024-03-04 09:18:24,1.0,E2,route_E2_A3,0,2024-03-04 09:18:24
174,2024-03-04 09:18:26,1.0,E2,route_E2_A3,0,2024-03-04 09:18:26
281,2024-03-04 09:18:29,1.0,E22,route_E22_A7,0,2024-03-04 09:18:29
62,2024-03-04 09:18:35,1.0,E3,route_E3_A1,3,2024-03-04 09:18:32
342,2024-03-04 09:18:36,1.0,E5,route_E5_A3,4,2024-03-04 09:18:32
141,2024-03-04 09:18:35,1.0,E9,route_E9_A2,3,2024-03-04 09:18:32
133,2024-03-04 09:18:43,1.0,E24,route_E24_A6,9,2024-03-04 09:18:34
63,2024-03-04 09:18:38,1.0,E3,route_E3_A1,3,2024-03-04 09:18:35
343,2024-03-04 09:18:40,1.0,E5,route_E5_A3,4,2024-03-04 09:18:36
132,2024-03-04 09:18:46,1.0,E24,route_E24_A2,9,2024-03-04 09:18:37
64,2024-03-04 09:18:41,1.0,E3,route_E3_A1,3,2024-03-04 09:18:38
450,2024-03-04 09:18:52,1.0,E8,route_E8_A10,14,2024-03-04 09:18:38
65,2024-03-04 09:18:43,1.0,E3,route_E3_A1,3,2024-03-04 09:18:40
131,2024-03-04 09:18:49,1.0,E24,route_E24_A6,9,2024-03-04 09:18:40
282,2024-03-04 09:18:42,1.0,E22,route_E22_A2,0,2024-03-04 09:18:42
66,2024-03-04 09:18:45,1.0,E3,route_E3_A1,3,2024-03-04 09:18:42
140,2024-03-04 09:18:45,1.0,E9,route_E9_A2,3,2024-03-04 09:18:42
130,2024-03-04 09:18:52,1.0,E24,route_E24_A2,9,2024-03-04 09:18:43
129,2024-03-04 09:18:54,1.0,E24,route_E24_A6,9,2024-03-04 09:18:45
283,2024-03-04 09:18:46,1.0,E22,route_E22_A7,0,2024-03-04 09:18:46
193,2024-03-04 09:18:49,1.0,E12,route_E12_A18,3,2024-03-04 09:18:46
128,2024-03-04 09:18:57,1.0,E24,route_E24_A6,9,2024-03-04 09:18:48
199,2024-03-04 09:18:52,1.0,E12,route_E12_A18,3,2024-03-04 09:18:49
163,2024-03-04 09:18:52,1.0,E11,route_E11_A7,2,2024-03-04 09:18:50
127,2024-03-04 09:19:00,1.0,E24,route_E24_A6,9,2024-03-04 09:18:51
208,2024-03-04 09:18:55,1.0,E12,route_E12_A8,3,2024-03-04 09:18:52
126,2024-03-04 09:19:02,1.0,E24,route_E24_A2,9,2024-03-04 09:18:53
125,2024-03-04 09:19:05,1.0,E24,route_E24_A2,9,2024-03-04 09:18:56
124,2024-03-04 09:19:08,1.0,E24,route_E24_A2,9,2024-03-04 09:18:59
479,2024-03-04 09:19:03,1.0,E13,route_E13_A2,4,2024-03-04 09:18:59
209,2024-03-04 09:19:04,1.0,E12,route_E12_A8,3,2024-03-04 09:19:01
111,2024-03-04 09:19:11,1.0,E24,route_E24_A2,9,2024-03-04 09:19:02
110,2024-03-04 09:19:13,1.0,E24,route_E24_A6,9,2024-03-04 09:19:04
109,2024-03-04 09:19:16,1.0,E24,route_E24_A2,9,2024-03-04 09:19:07
251,2024-03-04 09:19:11,1.0,E4,route_E4_A4,3,2024-03-04 09:19:08
91,2024-03-04 09:19:19,1.0,E24,route_E24_A2,9,2024-03-04 09:19:10
503,2024-03-04 09:19:14,1.0,E15,route_E15_A5,1,2024-03-04 09:19:13
241,2024-03-04 09:19:20,1.0,E4,route_E4_A7,3,2024-03-04 09:19:17
393,2024-03-04 09:19:22,1.0,E5,route_E5_A3,4,2024-03-04 09:19:18
235,2024-03-04 09:19:25,1.0,E4,route_E4_A18,3,2024-03-04 09:19:22
284,2024-03-04 09:19:22,1.0,E22,route_E22_A7,0,2024-03-04 09:19:22
392,2024-03-04 09:19:32,1.0,E5,route_E5_A3,4,2024-03-04 09:19:28
285,2024-03-04 09:19:34,1.0,E22,route_E22_A2,0,2024-03-04 09:19:34
391,2024-03-04 09:19:40,1.0,E5,route_E5_A3,4,2024-03-04 09:19:36
287,2024-03-04 09:19:37,1.0,E22,route_E22_A1,0,2024-03-04 09:19:37
236,2024-03-04 09:19:40,1.0,E4,route_E4_A7,3,2024-03-04 09:19:37
306,2024-03-04 09:19:40,1.0,E22,route_E22_A1,0,2024-03-04 09:19:40
0,2024-03-04 09:19:43,1.0,E1,route_E1_A16,2,2024-03-04 09:19:41
164,2024-03-04 09:19:44,1.0,E11,route_E11_A18,2,2024-03-04 09:19:42
517,2024-03-04 09:19:46,1.0,E1,route_E1_A16,2,2024-03-04 09:19:44
323,2024-03-04 09:19:44,1.0,E22,route_E22_A2,0,2024-03-04 09:19:44
237,2024-03-04 09:19:48,1.0,E4,route_E4_A7,3,2024-03-04 09:19:45
89,2024-03-04 09:19:55,1.0,E24,route_E24_A2,9,2024-03-04 09:19:46
518,2024-03-04 09:19:48,1.0,E1,route_E1_A7,2,2024-03-04 09:19:46
181,2024-03-04 09:19:47,1.0,E2,route_E2_A3,0,2024-03-04 09:19:47
175,2024-03-04 09:19:49,1.0,E2,route_E2_A3,0,2024-03-04 09:19:49
88,2024-03-04 09:19:58,1.0,E24,route_E24_A6,9,2024-03-04 09:19:49
526,2024-03-04 09:19:52,1.0,E1,route_E1_A16,2,2024-03-04 09:19:50
520,2024-03-04 09:19:54,1.0,E1,route_E1_A16,2,2024-03-04 09:19:52
87,2024-03-04 09:20:01,1.0,E24,route_E24_A2,9,2024-03-04 09:19:52
307,2024-03-04 09:19:54,1.0,E22,route_E22_A1,0,2024-03-04 09:19:54
176,2024-03-04 09:19:55,1.0,E2,route_E2_A3,0,2024-03-04 09:19:55
86,2024-03-04 09:20:04,1.0,E24,route_E24_A1,9,2024-03-04 09:19:55
521,2024-03-04 09:19:58,1.0,E1,route_E1_A16,2,2024-03-04 09:19:56
390,2024-03-04 09:20:01,1.0,E5,route_E5_A3,4,2024-03-04 09:19:57
85,2024-03-04 09:20:06,1.0,E24,route_E24_A2,9,2024-03-04 09:19:57
326,2024-03-04 09:19:57,1.0,E22,route_E22_A2,0,2024-03-04 09:19:57
177,2024-03-04 09:19:59,1.0,E2,route_E2_A3,0,2024-03-04 09:19:59
84,2024-03-04 09:20:09,1.0,E24,route_E24_A2,9,2024-03-04 09:20:00
468,2024-03-04 09:20:03,1.0,E6,route_E6_A2,2,2024-03-04 09:20:01
90,2024-03-04 09:20:12,1.0,E24,route_E24_A2,9,2024-03-04 09:20:03
480,2024-03-04 09:20:08,1.0,E13,route_E13_A2,4,2024-03-04 09:20:04
467,2024-03-04 09:20:06,1.0,E6,route_E6_A2,2,2024-03-04 09:20:04
