,Datetime,n_spawn,entrance,route,spawn_delay,Adjusted_Datetime
1005,2024-03-04 09:15:04,1.0,E4,route_E4_A7,3,2024-03-04 09:15:01
789,2024-03-04 09:15:05,1.0,E10,route_E10_A5,1,2024-03-04 09:15:04
1014,2024-03-04 09:15:07,1.0,E4,route_E4_A7,3,2024-03-04 09:15:04
385,2024-03-04 09:15:23,1.0,E22,route_E22_A6,0,2024-03-04 09:15:23
48,2024-03-04 09:15:27,1.0,E7,route_E7_A16,2,2024-03-04 09:15:25
579,2024-03-04 09:15:28,1.0,E12,route_E12_A8,3,2024-03-04 09:15:25
380,2024-03-04 09:15:30,1.0,E5,route_E5_A3,4,2024-03-04 09:15:26
386,2024-03-04 09:15:27,1.0,E22,route_E22_A1,0,2024-03-04 09:15:27
47,2024-03-04 09:15:30,1.0,E7,route_E7_A16,2,2024-03-04 09:15:28
1137,2024-03-04 09:15:28,1.0,E2,route_E2_A3,0,2024-03-04 09:15:28
387,2024-03-04 09:15:29,1.0,E22,route_E22_A7,0,2024-03-04 09:15:29
1155,2024-03-04 09:15:30,1.0,E2,route_E2_A3,0,2024-03-04 09:15:30
1154,2024-03-04 09:15:33,1.0,E2,route_E2_A3,0,2024-03-04 09:15:33
388,2024-03-04 09:15:34,1.0,E22,route_E22_A2,0,2024-03-04 09:15:34
1153,2024-03-04 09:15:35,1.0,E2,route_E2_A3,0,2024-03-04 09:15:35
1152,2024-03-04 09:15:38,1.0,E2,route_E2_A3,0,2024-03-04 09:15:38
390,2024-03-04 09:15:41,1.0,E22,route_E22_A7,0,2024-03-04 09:15:41
404,2024-03-04 09:15:47,1.0,E22,route_E22_A1,0,2024-03-04 09:15:47
1004,2024-03-04 09:15:51,1.0,E4,route_E4_A16,3,2024-03-04 09:15:48
992,2024-03-04 09:15:53,1.0,E4,route_E4_A18,3,2024-03-04 09:15:50
984,2024-03-04 09:15:56,1.0,E4,route_E4_A16,3,2024-03-04 09:15:53
391,2024-03-04 09:15:54,1.0,E22,route_E22_A2,0,2024-03-04 09:15:54
985,2024-03-04 09:15:59,1.0,E4,route_E4_A16,3,2024-03-04 09:15:56
392,2024-03-04 09:15:57,1.0,E22,route_E22_A2,0,2024-03-04 09:15:57
986,2024-03-04 09:16:03,1.0,E4,route_E4_A18,3,2024-03-04 09:16:00
393,2024-03-04 09:16:02,1.0,E22,route_E22_A2,0,2024-03-04 09:16:02
987,2024-03-04 09:16:05,1.0,E4,route_E4_A18,3,2024-03-04 09:16:02
379,2024-03-04 09:16:06,1.0,E5,route_E5_A3,4,2024-03-04 09:16:02
394,2024-03-04 09:16:04,1.0,E22,route_E22_A1,0,2024-03-04 09:16:04
988,2024-03-04 09:16:08,1.0,E4,route_E4_A7,3,2024-03-04 09:16:05
395,2024-03-04 09:16:09,1.0,E22,route_E22_A2,0,2024-03-04 09:16:09
989,2024-03-04 09:16:14,1.0,E4,route_E4_A16,3,2024-03-04 09:16:11
396,2024-03-04 09:16:12,1.0,E22,route_E22_A2,0,2024-03-04 09:16:12
1346,2024-03-04 09:16:21,1.0,E24,route_E24_A2,9,2024-03-04 09:16:12
990,2024-03-04 09:16:16,1.0,E4,route_E4_A16,3,2024-03-04 09:16:13
397,2024-03-04 09:16:14,1.0,E22,route_E22_A7,0,2024-03-04 09:16:14
1345,2024-03-04 09:16:24,1.0,E24,route_E24_A6,9,2024-03-04 09:16:15
1350,2024-03-04 09:16:18,1.0,E3,route_E3_A1,3,2024-03-04 09:16:15
717,2024-03-04 09:16:17,1.0,E11,route_E11_A7,2,2024-03-04 09:16:15
1351,2024-03-04 09:16:19,1.0,E3,route_E3_A1,3,2024-03-04 09:16:16
398,2024-03-04 09:16:17,1.0,E22,route_E22_A2,0,2024-03-04 09:16:17
1344,2024-03-04 09:16:27,1.0,E24,route_E24_A2,9,2024-03-04 09:16:18
399,2024-03-04 09:16:18,1.0,E22,route_E22_A2,0,2024-03-04 09:16:18
1352,2024-03-04 09:16:21,1.0,E3,route_E3_A1,3,2024-03-04 09:16:18
1353,2024-03-04 09:16:23,1.0,E3,route_E3_A1,3,2024-03-04 09:16:20
400,2024-03-04 09:16:21,1.0,E22,route_E22_A1,0,2024-03-04 09:16:21
1354,2024-03-04 09:16:25,1.0,E3,route_E3_A1,3,2024-03-04 09:16:22
1343,2024-03-04 09:16:32,1.0,E24,route_E24_A6,9,2024-03-04 09:16:23
1355,2024-03-04 09:16:27,1.0,E3,route_E3_A1,3,2024-03-04 09:16:24
991,2024-03-04 09:16:30,1.0,E4,route_E4_A7,3,2024-03-04 09:16:27
783,2024-03-04 09:16:30,1.0,E9,route_E9_A6,3,2024-03-04 09:16:27
788,2024-03-04 09:16:29,1.0,E10,route_E10_A5,1,2024-03-04 09:16:28
1377,2024-03-04 09:16:33,1.0,E3,route_E3_A1,3,2024-03-04 09:16:30
993,2024-03-04 09:16:36,1.0,E4,route_E4_A16,3,2024-03-04 09:16:33
1002,2024-03-04 09:16:39,1.0,E4,route_E4_A7,3,2024-03-04 09:16:36
994,2024-03-04 09:16:41,1.0,E4,route_E4_A16,3,2024-03-04 09:16:38
563,2024-03-04 09:16:45,1.0,E13,route_E13_A2,4,2024-03-04 09:16:41
578,2024-03-04 09:16:46,1.0,E12,route_E12_A18,3,2024-03-04 09:16:43
562,2024-03-04 09:16:47,1.0,E13,route_E13_A2,4,2024-03-04 09:16:43
561,2024-03-04 09:16:48,1.0,E13,route_E13_A2,4,2024-03-04 09:16:44
560,2024-03-04 09:16:50,1.0,E13,route_E13_A2,4,2024-03-04 09:16:46
559,2024-03-04 09:16:52,1.0,E13,route_E13_A1,4,2024-03-04 09:16:48
558,2024-03-04 09:16:54,1.0,E13,route_E13_A1,4,2024-03-04 09:16:50
378,2024-03-04 09:16:58,1.0,E5,route_E5_A3,4,2024-03-04 09:16:54
472,2024-03-04 09:16:57,1.0,E6,route_E6_A2,2,2024-03-04 09:16:55
