,Datetime,n_spawn,entrance,route,spawn_delay,Adjusted_Datetime
992,2024-03-04 09:15:04,1.0,E4,route_E4_A18,3,2024-03-04 09:15:01
775,2024-03-04 09:15:05,1.0,E10,route_E10_A5,1,2024-03-04 09:15:04
1001,2024-03-04 09:15:07,1.0,E4,route_E4_A7,3,2024-03-04 09:15:04
378,2024-03-04 09:15:23,1.0,E22,route_E22_A2,0,2024-03-04 09:15:23
45,2024-03-04 09:15:27,1.0,E7,route_E7_A7,2,2024-03-04 09:15:25
571,2024-03-04 09:15:28,1.0,E12,route_E12_A18,3,2024-03-04 09:15:25
373,2024-03-04 09:15:30,1.0,E5,route_E5_A3,4,2024-03-04 09:15:26
379,2024-03-04 09:15:27,1.0,E22,route_E22_A1,0,2024-03-04 09:15:27
1124,2024-03-04 09:15:28,1.0,E2,route_E2_A3,0,2024-03-04 09:15:28
44,2024-03-04 09:15:30,1.0,E7,route_E7_A16,2,2024-03-04 09:15:28
380,2024-03-04 09:15:29,1.0,E22,route_E22_A1,0,2024-03-04 09:15:29
1142,2024-03-04 09:15:30,1.0,E2,route_E2_A3,0,2024-03-04 09:15:30
1141,2024-03-04 09:15:33,1.0,E2,route_E2_A3,0,2024-03-04 09:15:33
381,2024-03-04 09:15:34,1.0,E22,route_E22_A2,0,2024-03-04 09:15:34
1140,2024-03-04 09:15:35,1.0,E2,route_E2_A3,0,2024-03-04 09:15:35
1139,2024-03-04 09:15:38,1.0,E2,route_E2_A3,0,2024-03-04 09:15:38
383,2024-03-04 09:15:41,1.0,E22,route_E22_A2,0,2024-03-04 09:15:41
397,2024-03-04 09:15:47,1.0,E22,route_E22_A2,0,2024-03-04 09:15:47
991,2024-03-04 09:15:51,1.0,E4,route_E4_A16,3,2024-03-04 09:15:48
979,2024-03-04 09:15:53,1.0,E4,route_E4_A16,3,2024-03-04 09:15:50
971,2024-03-04 09:15:56,1.0,E4,route_E4_A16,3,2024-03-04 09:15:53
384,2024-03-04 09:15:54,1.0,E22,route_E22_A1,0,2024-03-04 09:15:54
972,2024-03-04 09:15:59,1.0,E4,route_E4_A18,3,2024-03-04 09:15:56
385,2024-03-04 09:15:57,1.0,E22,route_E22_A7,0,2024-03-04 09:15:57
973,2024-03-04 09:16:03,1.0,E4,route_E4_A7,3,2024-03-04 09:16:00
372,2024-03-04 09:16:06,1.0,E5,route_E5_A3,4,2024-03-04 09:16:02
974,2024-03-04 09:16:05,1.0,E4,route_E4_A18,3,2024-03-04 09:16:02
386,2024-03-04 09:16:02,1.0,E22,route_E22_A2,0,2024-03-04 09:16:02
387,2024-03-04 09:16:04,1.0,E22,route_E22_A2,0,2024-03-04 09:16:04
975,2024-03-04 09:16:08,1.0,E4,route_E4_A7,3,2024-03-04 09:16:05
388,2024-03-04 09:16:09,1.0,E22,route_E22_A2,0,2024-03-04 09:16:09
976,2024-03-04 09:16:14,1.0,E4,route_E4_A7,3,2024-03-04 09:16:11
389,2024-03-04 09:16:12,1.0,E22,route_E22_A2,0,2024-03-04 09:16:12
1333,2024-03-04 09:16:21,1.0,E24,route_E24_A2,9,2024-03-04 09:16:12
977,2024-03-04 09:16:16,1.0,E4,route_E4_A16,3,2024-03-04 09:16:13
390,2024-03-04 09:16:14,1.0,E22,route_E22_A2,0,2024-03-04 09:16:14
1337,2024-03-04 09:16:18,1.0,E3,route_E3_A1,3,2024-03-04 09:16:15
703,2024-03-04 09:16:17,1.0,E11,route_E11_A7,2,2024-03-04 09:16:15
1332,2024-03-04 09:16:24,1.0,E24,route_E24_A2,9,2024-03-04 09:16:15
1338,2024-03-04 09:16:19,1.0,E3,route_E3_A1,3,2024-03-04 09:16:16
391,2024-03-04 09:16:17,1.0,E22,route_E22_A2,0,2024-03-04 09:16:17
392,2024-03-04 09:16:18,1.0,E22,route_E22_A2,0,2024-03-04 09:16:18
1339,2024-03-04 09:16:21,1.0,E3,route_E3_A1,3,2024-03-04 09:16:18
1331,2024-03-04 09:16:27,1.0,E24,route_E24_A6,9,2024-03-04 09:16:18
1340,2024-03-04 09:16:23,1.0,E3,route_E3_A1,3,2024-03-04 09:16:20
393,2024-03-04 09:16:21,1.0,E22,route_E22_A2,0,2024-03-04 09:16:21
1341,2024-03-04 09:16:25,1.0,E3,route_E3_A1,3,2024-03-04 09:16:22
1330,2024-03-04 09:16:32,1.0,E24,route_E24_A2,9,2024-03-04 09:16:23
1342,2024-03-04 09:16:27,1.0,E3,route_E3_A1,3,2024-03-04 09:16:24
769,2024-03-04 09:16:30,1.0,E9,route_E9_A6,3,2024-03-04 09:16:27
978,2024-03-04 09:16:30,1.0,E4,route_E4_A7,3,2024-03-04 09:16:27
774,2024-03-04 09:16:29,1.0,E10,route_E10_A5,1,2024-03-04 09:16:28
