0.0000000000,0.0000000000,0.0000000000,0.0002380865,0.0000000000,0.0000000000,0.1311518558,0.0000000000,0.0000609492,0.0000477312,0.0000043160,0.0000000000,0.0000000000,0.0000061075,0.0002123545,0.1069578320,0.0001918165,0.7611289508
0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000618410,0.0000000000,0.0000000000,0.2145014855,0.0000000000,0.0000272553,0.0000010800,0.0000505746,0.0000000000,0.0000000000,0.0000096031,0.0000364742,0.6141139556,0.0000269974,0.1711707334
0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.5311039357,0.0000000000,0.0000000000,0.0000196365,0.0000000000,0.0000000000,0.0002184558,0.0000000000,0.0001656642,0.0001317311,0.0002051478,0.0000000000,0.0000000000,0.0001107607,0.0002113552,0.3284045322,0.0002475604,0.1391812205
0.0622968113,0.0350779005,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0888829438,0.0000000000,0.0589132927,0.0479992072,0.1088619939,0.0000000000,0.0000000000,0.0921305328,0.0528507712,0.1869248453,0.1409008712,0.1251608300
0.0003769408,0.3836244947,0.0000000000,0.0000242694,0.0000000000,0.6159742951,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5600293555,0.0000000000,0.0000122135,0.0001819573,0.0000309487,0.0000000000,0.0000000000,0.0002847554,0.0001978087,0.4389089135,0.0002467434,0.0001073040
